sample_ML6	sample_ML7	sample_ML8	sample_ML9	sample_HFS211	sample_HFS212	sample_HFS213	sample_HFS214
TGFA	0.555081	0.729114	0.616595	1.40424	0.837949	0.595359	0.763183	1.10928
TGFB1	44.6951	92.4873	48.3282	65.1601	76.1386	67.6946	58.3446	50.141
TGFB1I1	5.098538	6.97606	4.280068	5.13395	15.18172	20.672608	24.961434	14.069891
TGFB2	0.498628	0.767711	0.33184900293936	0.752163	0.556419	1.4028075	0.61043	0.999468
TGFB3	0.891094	2.05639	0.695474	1.95222	0.738671	1.14812	1.58205	1.31785
TGFBI	15.868	26.3063	13.8974	19.7713	8.63825	9.25652	5.69407	14.5422
TGFBR1	7.42475	11.375947	6.120490275612	8.50117	4.89904	10.83172	7.694308	10.69112
TGFBR2	39.0405	61.4659	30.366	47.2181	22.9803	37.2967	16.155	37.1308
TGFBR3	11.2196	15.328	12.6603	14.7714	8.78975	21.273	7.84709	25.5838
TGFBR3L	0.816234	1.91017	0.805111238	0.543878	0.591566	0.82779902495	0.342108	0.189637
TGFBRAP1	8.34145	12.5383	5.64004	9.93241	8.10704	9.2571	6.99694	8.89561
TGIF1	16.85785	34.05807	16.76445	22.17972	12.65627	20.47957	16.89625	19.67565
TGIF2	7.420799	12.91852	6.893887	10.52466	7.49481	8.60965	8.5305	6.918129
TGM1	0.862008	1.67234	1.2216	2.54685	2.74871	3.34499	4.29103	3.33105
TGM2	16.5011	41.5332	30.4772	35.9775	2.30996	5.66467	5.29043	3.61029
TGM3	0.27147	0.394992	0.233766	1.69481	0.729947	1.02864	1.71539	2.00305
TGM5	0.038725	0.0375693	0	0	0.245035	0.195814	0.226117	0.374587
TGM6	0	0.0391037	0	0	0	0	0.0784745	0
TGM7	0.0399287	0	0	0	0.101064	0.0403888	0.0388681	0
TGOLN2	47.0321	74.686247	44.431052	63.09982	47.6749	56.9744	31.84697	60.9334
TGS1	6.69917	11.2756	4.4128	7.78945	7.83035	9.16073	4.67124	7.76756
TH	0	0	0	0	0.509741	1.47924	0.196441	0.54286
THADA	14.451208	22.777767	9.73876826447	18.118330345	15.740497518667	16.534755681	16.710707	13.882531
THAP1	2.86818	3.90499	2.64554	2.68039	3.40234	3.94881	2.27786	4.16709
THAP11	18.3301	27.2077	16.138	24.2015	23.6779	28.418	17.2374	22.7508
THAP12	27.7131	31.5476	16.5196	21.521	17.8036	30.0866	17.0459	30.8651
THAP2	19.51078	20.91292	21.17425	17.28001	10.620262	9.07383	15.76779	8.16673
THAP3	10.3197	13.2021	12.1126	13.2995	15.1469	16.6649	15.6475	11.5319
THAP4	16.749252	21.84926	13.87752	18.38069	23.5100319996	22.99251	21.097029	22.170382
THAP5	3.168953	4.13952	3.1484	1.94009	2.38197	3.0567	1.10422520926	3.19016
THAP6	2.78809	5.89243	1.9696	2.76081	0.874197	2.40352	1.36372	2.6008
THAP7	28.7294	28.8552	28.9817	24.9381	23.5769	26.2182	18.5185	22.7883
THAP8	0	0.159961	0	0	0	0.167812	0.161934	0
THAP9	7.351921	4.35341	4.143408	5.82725	3.17148	9.40557	3.101545	4.06492
THBD	3.82612	5.64919	3.33684	6.5163	4.3448	11.4196	3.41438	7.78765
THBS1	2.77505	8.43901	4.25455	5.61856	7.50003	16.6371	10.0209	16.9076
THBS2	1.06785	3.04748	1.26872	2.44217	5.65762	6.255	4.23731	7.94637
THBS3	1.35169	1.61893	0.547619	0.81013	0.62857	0.721263	0.751286	0.764797
THBS4	1.42186	0.0551587	0.0559665	0.118556	22.8817	15.5299	16.401	20.7194
THEG	0.477989	0.092914	0.0941742	0.195251	0	0.0943374	0.188454	0
THEGL	0	0	0	0	0.305162	0	0	0
THEM4	5.295633	11.9455	4.414229	5.204415	3.580868	3.728733	3.04834	4.029338
THEM5	0.981108	2.12038	1.49245	2.40507	0.564455	0.361178	0.173826	0.86427
THEM6	6.63275	8.5916	7.797577	9.48849	3.753505	6.839767	4.402517	5.9738
THEMIS	5.8732	18.083	8.12404	12.0552	1.98694	5.18256	2.12437	6.22575
THEMIS2	23.5748	15.759100148126	12.59312	22.89003	15.922	16.4432	20.6785	16.5382
THG1L	21.2841	28.2938	17.6521	18.6361	40.144	36.3584	32.3798	34.8301
THNSL1	2.7458128	4.427745	2.25956403506207	3.1951806997287	1.419915601683	2.2970039	2.701366	2.1640038
THNSL2	0.487727	1.94185	1.15297	1.56706	0.6176545	0.2965989	1.28523	0.526117
THOC1	19.5279	38.7533	14.8914	22.5835	18.5864	27.5907	20.7392	24.4691
THOC2	11.24207	18.96984	7.05225	12.53878	6.96553	13.64135	8.70222	13.53459
THOC3	78.2166	95.884	55.9056	59.8608	66.7689	51.7992	49.084	55.571
THOC5	34.752523	50.248479	21.8798	34.834879	31.5053	36.423974	28.548944	36.654232
THOC6	77.76782	93.16302	75.70503	76.91712	94.35235	80.0337	65.42481	61.75854
THOC7	6.869151	13.032648	7.863215	12.1810258503	4.66476724223	4.5058020678853	9.469331	7.21121621
THOP1	10.688	13.3089	8.81025	9.39902	17.5256	14.6729	13.215	13.6493
THPO	0.191528	0.133147	0	0.329127	0.33578	1.486636	0.251181083	0.97281913
THRA	3.80292	5.23749	3.30227	4.39859	4.96496	8.14871	7.31063	8.68291
THRAP3	71.3693	106.686	49.712	85.7164	54.1543	66.8195	53.5175	66.1545
THRB	0.210835	0.2691385	0	0.272651	0.560122	0.860094	0.225587	0.682659
THRSP	1.38078	2.71659	0.803776	1.30256	0.426553	0.366183	0.826775	0.445323
THSD1	0.452291	0.536068	0.321423	0.996205	1.46221	1.06469	0.585105	0.887591
THSD4	0.0977058	0.165806	0	0.152941	0.2472	0.147838	0.0473915	0.104564
THSD7A	0.0664575891	0.539355	0.09442980862	0.26886	0.4294947556	0.606598	0.360903167703	0.4796163192
THSD7B	0	0	0	0	0.0334636	0.0266388	0.0128029	0.0705605
THSD8	2.90682	4.25533	1.23015	3.28842	16.6279	15.5176	25.5208	13.7544
THTPA	7.6466	10.6458	4.08512	8.07866	5.85439	7.34036	3.88273	6.15389
THUMPD1	13.1178	17.0719	9.90616	14.079	10.3688	13.8566	12.0257	18.3855
THUMPD2	3.90353	3.31951	2.586769	3.86735	4.21898	2.481779	3.32734	3.54087525
THUMPD3	32.65152	40.64773	26.065349	32.1265	30.81126	36.33826	19.406508	41.06222
THY1	6.94678	17.487	6.7132	6.36578	4.88741	10.3903	5.91782	8.585828
THYN1	13.00876	13.9161	7.78365	10.1288	19.82879	15.6067	19.2543	12.282
TIA1	16.713544	26.191993	9.574819	18.322571	14.62763	20.49028	15.55565	18.927602
TIAL1	40.52147	60.4425	41.41094	47.67044	31.10694	34.816861	29.021771	34.51318
TIAM1	6.1383715629936	15.41701333	5.143321	9.222593	3.4141045320892	5.05269223665848	3.635818	5.8814076473
TIAM2	0.784623	1.5552746	1.477192	1.561743	1.7698451	2.206161	1.989892	2.233481
TICAM1	4.14195	5.54217	5.00777	5.96743	5.80197	5.98855	6.329261	6.3481
TICAM2	8.08375	11.96247	4.137289	8.744403	5.27559	5.72731	4.305068	4.796346
TICRR	15.0968	16.8426	7.93856	11.2834	25.8722	15.0463	24.5309	13.8242
TIE1	2.83542	6.4482	6.16594	7.92729	8.91848	13.17163	6.21277	9.114216
TIFA	10.3164	4.29315	2.81949	6.18834	6.29384	5.16809	5.89665	6.28037
TIFAB	3.44496	6.49621	2.72199	2.03368	3.14158	9.65716	2.65631	5.41689
TIGAR	6.51676	6.54172	6.45249	5.6396	5.5975	4.8563	4.26729	6.91286
TIGD2	1.7397	1.88177	0.859441	1.72865	1.15793	2.07584	1.11464	1.78516
TIGD3	0.581619	0.987152	0.429256	1.00004	0.478305	0.704619	0.875447	0.311656
TIGD4	0.0683409	0.0883566	0.0224146	0.118922	0.374612	0.0689172	0.110454	0.633553
TIGD5	1.88516	3.19308	2.1765	3.25183	2.89357	3.01761	2.87771	3.33629
TIGD6	0	0	0	0	0	0	0	0
TIGD7	3.093619	4.70763	1.465617	3.23541	2.273152	3.5372	2.45645019	3.929258
TIGIT	16.8795	24.0015	14.9485	22.7315	9.07776	11.4874	6.64807	12.3061
TIMELESS	9.55549	12.4901	4.46432	8.68951	16.0693	16.2789	23.976	11.8596
TIMM10	96.39454	158.03681	135.02302	112.70297	156.46029	147.25081	105.14373	117.47361
TIMM10B	7.06386	7.63087	5.39427	5.9184	4.13502	4.62835	3.92607	5.36378
TIMM13	97.677	107.833	73.0902	92.8898	150.24	150.449	126.548	108.485
TIMM17A	81.8728	103.029	58.97	65.5861	84.1609	95.6109	61.2854	110.932
TIMM17B	76.4692	103.879	77.2412	68.5328	85.5583	73.663	60.8852	69.8537
TIMM21	26.5458	37.7985	22.7856	27.8989	28.5396	27.4797	27.9088	24.6413
TIMM22	45.5291	52.7038	50.335	50.6079	41.97195	45.5596	33.70516	38.04012
TIMM23B	57.2355	63.0957	45.4795	48.3099	50.5596	69.6108	64.2592	71.9993
TIMM29	18.0008	22.0406	15.1988	17.7337	18.7534	17.513	16.884	15.4885
TIMM44	29.4224	40.7232	26.9903	35.3774	40.3219	39.8497	32.9219	38.5425
TIMM50	61.5292	73.5084	58.3459	58.4053	69.0532	67.8691	55.9614	53.1136
TIMM8A	78.664	52.8985	70.4535	37.447	38.4249	55.2943	46.9846	70.1115
TIMM8B	105.459	116.708	67.5725	85.7207	96.1889	99.9107	83.1511	95.4462
TIMM9	10.584505	15.476659	8.4289	13.574203	8.805711	14.857592	8.0552014	14.3482940303325
TIMMDC1	42.0862	38.8467	27.4947	38.4413	25.3331	26.063	22.1538	32.5242
TIMP1	3.80692	3.0115824	2.08396	3.787699	0.505127	0.6576	0.6257796	0.826292
TIMP2	20.6481	32.9733	20.7906	31.1419	35.9303	48.5227	35.4691	47.8765
TIMP3	23.511	25.1331	20.4105	35.9128	11.8278	18.6661	12.3504	19.5616
TINAG	0	0	0	0	0.0827013	0	0	0
TINAGL1	3.91452	7.19952	6.09327	9.91075	37.3913	42.5393	36.2403	38.3835
TINCR	0	0.900455	0.182477	0.184052743	0.231421	0.940194	0	0.40401
TINF2	13.038496	13.64975641765	10.411556	13.150744	11.593289	11.9049173	7.1391743	9.878379
TIPARP	10.6563	13.1595	6.95197	11.0998	5.10294	5.92623	6.2643	6.96007
TIPIN	28.77	26.64140265435	10.295	22.0875	29.6922	20.5983	48.6163	36.9149
TIPRL	66.26507	79.42845	50.40917	60.65639	68.245137	62.148037	57.14528	64.40181
TIRAP	12.1839	14.3566	10.24502	12.38733	5.27503	7.56952	4.7023025359	6.59593
TJAP1	13.816594	19.526272	12.318939	15.536208	16.223221	14.0986	12.86607	14.10039
TJP1	10.9782867809363	10.4446786984011	7.77008970973343	11.5333600061493	10.630730275848	13.733122495201	6.5379218846	12.6569657860848
TJP2	4.07877982	5.37684713	3.7276222311	3.9156365	12.588117	19.75693	8.2525077	14.08139
TJP3	0.320253	0.621199	0.515691	0.273043	0.920861	1.23449	0.480631	0.717628
TK1	68.431311338	65.766101	30.071805054	42.824205	157.166397	96.992196609	181.656364	85.339928504
TK2	24.34083	44.18518	17.549	27.921132	31.153035	20.188	25.223721	26.916272
TKFC	12.879657	16.35911	9.972735	14.44084	17.52794	13.7289	14.16727	15.9171
TKT	129.282	139.744	88.8646	123.609	371.735	349.808	435.633	340.194
TKTL1	7.03877	13.8936	9.43609	8.9476	1.07511	0.777529	0.708889	0.739503
TKTL2	0	0	0	0	0	0	0	0
TLCD1	1.91845	2.42151	1.25928	2.10984	15.3867	18.9045	28.1005	16.3438
TLCD2	0	0.408969	0.138038	0	0	0	0	0.30848
TLCD3A	21.4829	18.9541	14.7727	14.8092	145.081	124.509	191.742	95.112
TLCD3B	0.164312	0.07971	0.121292	0.127946	0.415904	1.49615	0.799941	0.574351
TLCD4	1.168112	1.30601	0.739458	1.7042438	0.732584	5.831343	0.894455	1.490938
TLCD5	6.703426	4.133247	4.034462	4.892541	2.327279	1.44808	2.451905	3.744704
TLDC2	13.7276	28.1352	13.6217	19.397	6.9111	5.629	6.69785	8.41586
TLE3	67.7843871703865	95.90102598	60.1651941418689	87.0596480105408	48.8205663	48.70664928843	42.3941170012001	39.7717821403662
TLE4	14.319980931	22.57655945972	11.493283003699	19.538789818	10.3700829632	14.744447151293	10.200980157	14.7923155
TLE5	149.67723	238.6155	125.4381	190.4499	140.12066	118.31266	78.27916	105.4545
TLE7	0	0.0759901	0	0	0	0	0.153612	0
TLK1	25.482509	23.025202	15.662459	19.63876	14.820581	25.053769	14.54751	24.647526
TLK2	24.71436	30.538744	21.2946780012246	27.74197	19.682747	20.378157	19.415752	22.354199842603
TLL1	0.267938	0.492133	0.346842	0.265734	0.0535031	0.127791	0.0409466	0.0150456
TLL2	0.373475	1.03197	0.86352	0.429473	0.637714	0.489254	0.0723681	0.59851
TLN1	78.57382	130.2147	57.1979	108.1442	173.87927	168.4750174322	156.2881	143.087000013982
TLN2	0.473216401629531	0.750742	0.313878	0.416364	0.721064	0.783842000187492	0.7098656351631	0.910175
TLNRD1	25.962	43.4822	23.8805	29.3253	31.2985	25.3743	19.4445	22.0528
TLR1	12.0145	14.5698	6.82945	10.7488	6.12192	7.37589	3.90857	7.96464
TLR10	43.8053	51.8392	22.1849	37.5886	21.9156	23.6284	9.5647	28.0253
TLR2	14.25824	47.08986	7.926571	21.45772	9.878797	27.12094	12.54378	23.00075
TLR3	0.692646	1.12238	0.41197	1.3098	0.484896	1.82857	0.557348	1.71383
TLR4	5.70545	9.88972	2.31062	4.61231	4.00982	9.4742	4.40286	9.20963
TLR5	0.231621	0.128382	0.0325631	0.137753	0	0	0.192965	0.355032
TLR6	27.5478	38.0097	27.8188	24.8394	12.6434	24.0017	10.6572	31.4969
TLR7	2.6303	6.88913	3.41056	4.92511	5.37982	10.291	3.62486	8.31366
TLR8	1.6469	2.01975	1.0009	2.19898	2.08336	3.73774	1.92648	4.92436
TLX1	0	0	0	0	7.77584	12.3445	5.74047	11.1028
TLX2	2.0402	0.372272	1.50816	0.387033	0.646795	0.784648	0.884125	1.12268
TLX3	0	0	0	0	0	0	0	0
TM2D1	14.688134	15.979923	9.07938	12.834535	4.94046	7.997684	8.04544	9.93332
TM2D2	32.09171	34.34474	31.22412	29.7921	20.768109	28.205978	20.7553	29.56557
TM2D3	77.4615	79.2989	81.6811	79.6679	54.9599	64.0038	47.568	53.9229
TM4SF1	13.8304	23.3322	11.9673	19.4965	13.7871	15.9706	17.7515	22.3402
TM4SF18	0.74638	0.834508	0.614559	1.09533	0.695415	0.508679	0.749818	0.953371
TM4SF19	0.821122	0.995844	0.727362	0.980403	0.415682	0.996899	0.519682	0.176628
TM4SF20	0	0	0.533414	0	0	0	0.177293	0.197064
TM4SF4	0.0893887	0	0	0	1.81244	2.55428	3.07943	1.75595
TM4SF5	45.944	88.5004	85.8933	82.9738	11.4259	13.5011	13.4692	15.3361
TM6SF1	5.333834	9.13706	6.6794054	5.70942	18.545334	27.88618	28.821558	26.3599
TM6SF2	0.648015	0.99589	0.691096	0.111691	0.27347	0	0.158196	0.0583061
TM7SF2	1.7252	2.90285	1.35877	1.30696	1.01938	0.758584	1.29258	0.994506
TM7SF3	15.0542	21.8625	10.6961	14.2533	26.7025	27.9693	35.0663	22.9379
TM9SF1	46.25902	51.18433	50.419969	38.42326	25.23682	26.80234	21.88645	29.85028
TM9SF2	97.5675	89.6568	103.389	85.7871	55.8172	63.2106	41.3794	71.4552
TM9SF3	55.9659	47.4587	48.7267	42.2056	25.8301	40.9642	22.3463	50.6361
TM9SF4	36.71296	42.59111	35.265928	36.28352	28.2716	32.272569	26.82067	28.955083
TMA16	18.016	17.7989	11.7634	14.1462	8.96575	16.4376	12.9279	23.476
TMBIM1	28.03258	36.489767	25.935097	36.16382	23.01678	30.32111	24.3862	27.81832
TMBIM4	63.9238	59.1569	69.789	56.1397	30.9758	38.0299	37.3224	59.0521
TMBIM6	301.913	334.388	393.518	335.588	178.642	235.167	199.234	250.305
TMC1	0	0.0353632	0	0	0	0	0	0.039153
TMC2	0	0	0	0	0	0	0	0.0359711
TMC3	0.0384353	0.111864	0	0.159749	0.0486399	0.0388678	0.112206	0
TMC5	0.0601361	0.262463	0.0295889	0	0.0380425	0	0	0.0644658
TMC6	25.56376	51.555566	22.068469	38.243957	44.95133	40.498702	51.12021	30.34221
TMC7	0.533914	1.64057	0.350352	1.33823	0.45052	0.450422	0.216775	0.335319
TMC8	19.6858	50.5914	14.3147	27.101	36.3644	38.1698	38.9692	30.5122
TMCC1	13.053493	14.51762	9.02502	14.79248	9.824503	9.401265	8.217389	11.652896
TMCC2	2.81344	4.08118	2.41393	3.59575	424.6297	290.8666	688.3454	142.8072
TMCC3	5.09997	4.174161	3.10712200014418	4.49380800309134	3.26399000213421	7.37181	1.8425413051	4.7567
TMCO1	88.7214	144.454	101.992	105.83	73.7094	77.4511	62.3957	82.756
TMCO2	0	0.729191	0.492361	0.244082	0	0	0	0
TMCO3	12.292	17.8221	10.9683	14.9865	13.2562	14.5065	11.6346	13.0474
TMCO4	4.445592	6.56597	2.922051	5.99908	5.07843	4.63226	4.40897	5.68651015982
TMCO5A	0	0	0	0	0	0	0	0
TMCO6	10.5549	19.2535	9.95697	9.51531	13.0518	8.6143	11.7249	12.9591
TMDD1	0	0	0	0	0	0	0	0
TMED1	85.2518	96.4962	70.3438	72.0694	69.5509	62.9939	79.203	74.2142
TMED10	126.641	102.318	129.838	102.966	55.4081	102.229	54.4296	114.002
TMED2	291.217	240.714	282.213	219.838	123.698	165.314	119.371	201.202
TMED3	161.18222	91.1466	147.9975	103.5058	58.80585	49.70212	50.44035	70.41635
TMED4	128.101	134.259	152.5	112.317	81.2396	93.6753	85.121	104.861
TMED5	25.08765	23.75602	19.07617	18.88856	14.625313	28.906203	18.0014	30.905262
TMED6	1.12719	2.6965	1.46727	1.88703	1.31919	1.43378	1.70805	0.932078
TMED7	30.9424	32.5762	25.3228	27.1496	13.8736	29.4546	16.046	29.015
TMED8	17.6456	17.4937	12.8127	15.3139	9.25516	11.0653	5.66803	10.4312
TMEFF1	0.111202	0.419288	0.109442	0.19266	0.187628	0.374753	0.216358	0.716749
TMEFF2	0.153303	0.198382	0	0.846286	0.582216	0.673311	0.698148	1.26791
TMEM100	0.344928	1.13886	0.951006	1.27831	0.0873737	1.40289	1.14904	1.19715
TMEM101	20.8724	25.2659	15.1774	16.4514	16.9636	17.4235	21.4739	17.801
TMEM102	0.637814	1.85626	0.81235	1.01388	0.284871	1.02423	0.584036	1.20928
TMEM104	16.7077	19.0544	16.504	15.3581	13.6669	13.398	11.8761	9.58605
TMEM106A	15.40783	22.860112	11.304378	21.65524	10.269544	10.37549	7.657949	10.53875
TMEM106B	6.93908	8.64139	5.85462	7.81897	3.10064	12.228026	5.44626	12.970332
TMEM106C	33.45136	39.09684	15.989922	28.73878	26.76079	24.9561	22.207805	23.45837
TMEM107	4.774409	6.743122	3.064468	5.011675	4.018862	8.0542485	4.85213	7.93817
TMEM108	0.405637	0.171834	0.306677	0.2324865	0.71170204825	0.5627669	0.737748	0.7528146
TMEM109	42.2323	47.9406	37.7204	39.8645	66.0696	73.9862	52.2018	68.5718
TMEM11	46.765398	58.208661	40.19931	43.6055	103.04081	105.75356	105.7671	87.315031
TMEM114	0	0	0	0	0	0	0	0
TMEM115	43.8162	53.2664	47.196	48.9202	33.7698	36.4919	31.8424	36.8284
TMEM116	0.0994208	0	0.195893	0.101413	0	0	0	0.217666
TMEM117	0	0.0298623	0	0	0.194776	0.217649	0.0598199	0.297113
TMEM119	50.0306	79.9793	25.3732	72.4582	49.5087	26.0823	16.4014	15.7703
TMEM120A	36.0961	44.2133	32.0299	38.8759	40.9128	40.0754	45.1908	35.9292
TMEM120B	19.9204	26.6021	16.4477	23.1018	21.2669	26.6225	17.92	19.5846
TMEM121B	0	0.0514103	0.0173907	0.018484	0.0670688	0.0356175	0.222579	0.0566359
TMEM123	202.90535	235.40852	167.9572	133.70844	139.67956	268.8411	146.64081	227.64339
TMEM125	0	0	0	0	0	0.360374	0.0866624	0
TMEM126A	22.5966	24.237613	13.15667	14.553134	10.524213	10.873289	9.419672	12.52313
TMEM126B	30.19369	27.42615	16.425516	15.27934	13.1572	21.349	13.142898	26.79228
TMEM127	24.7922	37.0236	24.9593	28.4913	17.7995	17.6663	15.9375	16.3315
TMEM128	74.9566	94.0496	75.0596	89.6866	61.2032	58.2839	52.3796	50.9184
TMEM129	34.61919	43.35704	35.95565	35.441517	52.8113	42.61655	55.13	42.96002
TMEM130	0.0889857	0.043173	0	0.0461459	1.35156	1.93681	3.585513	2.34723
TMEM131	49.0728	44.1975	21.4484	37.2039	32.9141	28.0802	25.0745	32.1414
TMEM131L	44.8393	73.3425	23.2966	53.4559	44.1718	38.0276	34.323	36.332
TMEM132A	3.80209	6.05034	3.40541	4.14578	7.86205	8.82597	7.72376	7.32927
TMEM132B	0.0390677	0.0883647	0.0768691	0.122738	0.691688	1.24541	1.56254	2.31954
TMEM132C	0.1057896	0.0615452	0.1249064	0.28732	0.294392	0.255921	0.123041	0.271485
TMEM132D	0	0	0	0	0.0745298	0.10385	0.0713069	0.141494
TMEM132E	0	0.0184037	0	0.0198418	0.024009	0.0310461	0.05969	0.0658047
TMEM134	11.888155	29.89342	12.451515	16.01903	7.99213928333	9.873126	10.152507	6.889336
TMEM135	10.1878	10.5713	7.24666	7.62059	7.34009	12.8434	6.44171	10.1551
TMEM138	5.9236	6.05786	3.204065	6.67193	4.896358	5.63455	3.17935	4.610049
TMEM139	0.202263	0	0.998325	0.601327	0	0	0	0.219887
TMEM140	7.18167	12.3433	8.15076	12.2227	5.83505	4.49956	4.56188	7.18995
TMEM141	7.18296	6.99219	7.10973	6.7221	6.7819	7.63334	5.64479	4.42927
TMEM143	4.983249	5.68133	2.723864	4.5668162	4.302559	3.944261	3.548222	4.77517
TMEM144	0.396390000134063	0.452043000431593	0.1443800194668	1.388393	1.63527	2.066909	5.15278	2.947767
TMEM145	0.140965	0.0708943	0.277514	0.18995	0.554871	0.50463	0.320728	0.506274
TMEM147	111.35503	119.1806	132.22153	94.4032	77.46879	70.622996	70.99903	64.13272
TMEM14A	3.57991	8.02672	3.05325	6.05658	2.02747	7.70421	4.91544	8.88372
TMEM14C	175.7027	204.7604	129.9864	140.8291	921.553	796.655	1184.637	597.09
TMEM150A	5.13757	7.88778	5.7257	5.52256	4.77876	6.46333	4.92838	5.40444
TMEM150B	0	0	0	0	0	0	0	0
TMEM150C	5.91753	7.9827300965612	6.509777	6.0296886563	10.5613	6.007278	9.01413	11.41964
TMEM151A	0.289303	0.315727	0.177951	0.225613	1.00675	1.16976	1.47726	1.24279
TMEM151B	3.17671	9.08296	3.77882	7.43155	3.70011	5.58774	4.52026	3.94909
TMEM154	83.178	88.2865	68.2405	79.9562	34.6686	57.4326	24.6101	56.8898
TMEM156	29.7347	44.606	15.678	29.6881	17.2566	25.0653	16.6994	22.8836
TMEM158	3.14656	1.82025	1.38433	2.2068	0.593519	0.408287	0.524516	0.725677
TMEM160	42.314	42.3922	39.0579	38.5515	17.6049	15.1866	10.3474	6.87758
TMEM161A	6.621499	7.509247	4.636059	5.607959	6.529541	6.486117	8.215572	6.167897
TMEM161B	3.865416	4.195902	1.8149	4.303691	1.747825	2.432672	2.3781	2.844108
TMEM163	5.17504	11.1852	3.84363	8.87355	3.57303	3.95482	1.51367	7.85697
TMEM164	11.364955	16.310693	7.856699039336	11.2106990003283	10.516534	11.1711410010372	11.05248	10.188887
TMEM165	64.7456	59.8327	57.665	49.0747	39.3972	49.4266	38.8203	50.6447
TMEM167A	18.2071	15.7261	14.171	13.7264	6.02087	13.3656	8.08783	17.3412
TMEM167B	14.4239	17.1677	14.7402	14.6656	10.6128	14.388	11.6476	13.5792
TMEM168	10.1447	10.9407	6.4953	9.56189	5.7091	8.71756	6.13345	9.85389
TMEM169	0.4944030107504	1.0199	0.23867300574744	0.5500700251724	0.447619016074	0.6443280460337	0.74135000289275	1.6208400263213
TMEM17	1.27317	1.42753	0.8543391	1.39503	0.547727	0.318813	0.401502	1.18552
TMEM170A	6.21885	7.92734	5.49422	5.48945	3.68108	3.89501	3.007935	4.39522
TMEM170B	4.64135	4.23914	3.61954	3.56572	3.11012	6.77519	3.92225	8.10555
TMEM171	0.20436976	0.0989464	0.2013475	0.10414392	0.12953729	0.31356858	0.40348306	0.780506
TMEM174	0	0	0	0	0	0	0	0
TMEM175	30.3568	51.5149	29.105285	35.7779	12.0425	18.3476	14.3817	15.9071
TMEM176A	218.57	424.782	244.403	229.66	202.532	232.804	175.232	208.028
TMEM176B	187.8279	279.5803	233.3574	243.7521	253.1347	292.186	225.7799	297.17655
TMEM177	2.16856	3.76202	1.339971	1.41246	2.65528	3.30945	1.70103	3.37462
TMEM178A	0	1.51249	0	0.354228	0.157769	0.617468	0.792264	0.404571
TMEM178B	0.0228958	0.051662	0.0224585	0.0399549	0.182898	0.222033	0.382502	0.340733
TMEM179	0.838916	1.29058	0.768599	1.125034	0.622187	1.31418	1.632139	1.2195349
TMEM179B	31.3355	43.843	37.2291	33.6895	22.7223	22.2684	20.0615	24.5822
TMEM18	32.415	22.7424	27.3543	30.2388	11.6655	14.9597	16.5467	15.742
TMEM181	3.740348019173	5.51866	3.4091100043218	4.56367	4.62173	7.335666	5.944399	7.45974
TMEM182	0.261729	0.225635	0.143085	0	0.183964	0.146796	0.0847206	0.249325
TMEM183A	50.0146	59.9732	48.89169	37.64464	49.48985	59.29066	55.03384	55.2431
TMEM184A	0.903031	0.292228	1.00762	0.372844	0.686076	0.305585	0.117738	0.130245
TMEM184B	21.3322	26.9978	18.3204	24.369	24.37683	22.829917	17.671873	19.120733
TMEM184C	42.5487	44.6075	38.7034	35.91	27.9724	26.0878	19.3411	27.8434
TMEM185A	8.05404	11.3923	6.38999	10.1476	6.64474	8.28381	5.10654	7.20024
TMEM185B	15.9946	30.7712	13.5866	19.9576	15.0193	17.6082	12.0415	13.1779
TMEM186	16.671	22.7601	12.1809	17.358	18.3941	17.2096	16.8905	14.5329
TMEM187	9.12417	12.8763	7.65108	8.65305	7.67453	8.26613	12.0888	9.05196
TMEM19	9.67108	9.78355	6.847195	8.71615	6.70782	9.95909	6.589418	8.869515
TMEM190	0	0	0.503406	0.498627	0	0.251872	0	0
TMEM191C	6.95951	9.92287	5.57322	6.35175	5.920864	5.0918105153	5.12355	4.81287
TMEM192	16.291644	25.294574	11.5953	15.97982	12.51852	17.0007	13.8804	19.83926
TMEM196	0	0	0	0	0.105467472	0.044352146799	0.1279450801811	0.0235204544913
TMEM198	2.753987	2.217977	2.246047	1.835894	0.838488	1.119039	1.042628	1.08663803
TMEM199	19.8852	29.0616	14.6452	20.4062	11.0463	15.1187	10.974	17.8323
TMEM200A	0.170989	0.193056	0.0481165	0.128497	0.184115	0.122377	0.235381	0.648969
TMEM200B	7.4500434	11.8552636	5.15985	8.394315	12.3216	13.714869	27.5857	8.7715471
TMEM200C	0.658427	1.58254	1.01413	1.25309	0.688147	0.809166	0.833905	0.76688
TMEM201	3.59347	4.30868	1.81572	4.25692	5.37511	3.86966	3.39165	2.72826
TMEM202	0.140008	0.136323	0.138038	0.28229	1.06505	0	0	0.30848
TMEM203	74.8253	101.599	74.9655	74.709	52.348	45.9791	36.1619	40.5505
TMEM204	29.2355	74.4381	40.2489	48.2506	39.8735	50.0793	33.2245	45.9458
TMEM205	10.621587	13.388418	7.2155225	10.894934	12.82192	14.532278	16.214033	12.8629723
TMEM207	0	0	0	0	0	0	0	0
TMEM208	75.394	95.7662	89.3247	81.5964	49.6377	48.8384	52.0629	51.9416
TMEM209	18.9228	24.3331	11.5034	16.1599	12.6262	19.2983	14.4522	17.4197
TMEM210	0.952518	0.636579	0.107605	0.0699145	0.1551786	0.304326	0	0
